titles,year
Leveraging Noisy Online Databases for Use in Chord Recognition.,2011
A Vocabulary-Free Infinity-Gram Model for Nonparametric Bayesian Chord Progression Analysis.,2011
A Feature Smoothing Method for Chord Recognition Using Recurrence Plots.,2011
Multiscale Scattering for Audio Classification.,2011
Multi-scale temporal fusion by boosting for music classification.,2011
Audio-based Music Classification with a Pretrained Convolutional Network.,2011
Music Genre Classification by Ensembles of Audio and Lyrics Features.,2011
Unsupervised Learning of Sparse Features for Scalable Audio Classification.,2011
Sparse Signal Decomposition on Hybrid Dictionaries Using Musical Priors.,2011
Music Genre Classification using Similarity Functions.,2011
New Trends in Musical Genre Classification Using Optimum-Path Forest.,2011
Combining Content-Based Auto-Taggers with Decision-Fusion.,2011
Music Tagging with Regularized Logistic Regression.,2011
An Empirical Study of Multi-Label Classifiers for Music Tag Annotation.,2011
Semantic Annotation and Retrieval of Music using a Bag of Systems Representation.,2011
Temporal Pooling and Multiscale Learning for Automatic Annotation and Ranking of Music Audio.,2011
Music Mood Classification of Television Theme Tunes.,2011
Musical Moods: A Mass Participation Experiment for Affective Classification of Music.,2011
Modeling Dynamic Patterns for Emotional Content in Music.,2011
Identifying Emotion Segments in Music by Discovering Motifs in Physiological Data.,2011
Multi-Modal Non-Prototypical Music Mood Analysis in Continuous Space: Reliability and Performances.,2011
Music Emotion Classification of Chinese Songs based on Lyrics Using TF*IDF and Rhyme.,2011
Urgency Analysis of Audible Alarms in The Operating Room.,2011
Modeling Musical Emotion Dynamics with Conditional Random Fields.,2011
Mining the Correlation between Lyrical and Audio Features and the Emergence of Mood.,2011
Exploring The Relationship Between Mood and Creativity in Rock Lyrics.,2011
Three Current Issues In Music Autotagging.,2011
Survey and Evaluation of Audio Fingerprinting Schemes for Mobile Query-by-Example Applications.,2011
An Investigation of Musical Timbre: Uncovering Salient Semantic Descriptors and Perceptual Dimensions.,2011
SiMPle: Assessing Music Similarity Using Subsequences Joins.,2016
Score-Informed Identification of Missing and Extra Notes in Piano Recordings.,2016
Feature Learning for Chord Recognition: The Deep Chroma Extractor.,2016
Learning to Pinpoint Singing Voice from Weakly Labeled Examples.,2016
A Corpus of Annotated Irish Traditional Dance Music Recordings: Design and Benchmark Evaluations.,2016
Adaptive Frequency Neural Networks for Dynamic Pulse and Metre Perception.,2016
An Evaluation Framework and Case Study for Rhythmic Concatenative Synthesis.,2016
An Ontology for Audio Features.,2016
Analysis and Classification of Phonation Modes In Singing.,2016
Analysis of Vocal Imitations of Pitch Trajectories.,2016
"Automatic Music Recommendation Systems: Do Demographic, Profiling, and Contextual Features Improve Their Performance?.",2016
Automatic Outlier Detection in Music Genre Datasets.,2016
AVA: An Interactive System for Visual and Quantitative Analyses of Vibrato and Portamento Performance Styles.,2016
Composer Recognition Based on 2D-Filtered Piano-Rolls.,2016
Conversations with Expert Users in Music Retrieval and Research Challenges for Creative MIR.,2016
Downbeat Tracking Using Beat Synchronous Features with Recurrent Neural Networks.,2016
Enhancing Cover Song Identification with Hierarchical Rank Aggregation.,2016
Ensemble: A Hybrid Human-Machine System for Generating Melody Scores from Audio.,2016
Exploring Customer Reviews for Music Genre Classification and Evolutionary Studies.,2016
Further Steps Towards a Standard Testbed for Optical Music Recognition.,2016
Improving Voice Separation by Better Connecting Contigs.,2016
Integer Programming Formulation of the Problem of Generating Milton Babbitt's All-Partition Arrays.,2016
Integration and Quality Assessment of Heterogeneous Chord Sequences Using Data Fusion.,2016
Landmark-Based Audio Fingerprinting for DJ Mix Monitoring.,2016
Learning and Visualizing Music Specifications Using Pattern Graphs.,2016
Listen To Me - Don't Listen To Me: What Communities of Critics Tell Us About Music.,2016
Long-Term Reverberation Modeling for Under-Determined Audio Source Separation with Application to Vocal Melody Extraction.,2016
Nonnegative Tensor Factorization with Frequency Modulation Cues for Blind Audio Source Separation.,2016
On Drum Playing Technique Detection in Polyphonic Mixtures.,2016
Predicting Missing Music Components with Bidirectional Long Short-Term Memory Neural Networks.,2016
Structural Segmentation and Visualization of Sitar and Sarod Concert Audio.,2016
Template-Based Vibrato Analysis in Complex Music Signals.,2016
Towards Evaluating Multiple Predominant Melody Annotations in Jazz Recordings.,2016
Joint Beat and Downbeat Tracking with Recurrent Neural Networks.,2016
Bayesian Meter Tracking on Learned Signal Representations.,2016
Tempo Estimation for Music Loops and a Simple Confidence Measure.,2016
Brain Beats: Tempo Extraction from EEG Data.,2016
A Plan for Sustainable MIR Evaluation.,2016
Go with the Flow: When Listeners Use Music as Technology.,2016
A Look at the Cloud from Both Sides Now: An Analysis of Cloud Music Service Usage.,2016
"A Hierarchical Bayesian Model of Chords, Pitches, and Spectrograms for Multipitch Analysis.",2016
A Higher-Dimensional Expansion of Affective Norms for English Terms for Music Tagging.,2016
"A Latent Representation of Users, Sessions, and Songs for Listening Behavior Analysis.",2016
A Methodology for Quality Assessment in Collaborative Score Libraries.,2016
Aligned Hierarchies: A Multi-Scale Structure-Based Representation for Music-Based Data Streams.,2016
Analysing Scattering-Based Music Content Analysis Systems: Where's the Music?.,2016
Beat Tracking with a Cepstroid Invariant Neural Network.,2016
Bootstrapping a System for Phoneme Recognition and Keyword Spotting in Unaccompanied Singing.,2016
Can Microblogs Predict Music Charts? An Analysis of the Relationship Between #Nowplaying Tweets and Music Charts.,2016
Cross Task Study on MIREX Recent Results: An Index for Evolution Measurement and Some Stagnation Hypotheses.,2016
Cross-Collection Evaluation for Music Classification Tasks.,2016
Downbeat Detection with Conditional Random Fields and Deep Learned Features.,2016
"Exploiting Frequency, Periodicity and Harmonicity Using Advanced Time-Frequency Concentration Techniques for Multipitch Estimation of Choir and Symphony.",2016
Genre Ontology Learning: Comparing Curated with Crowd-Sourced Ontologies.,2016
Genre Specific Dictionaries for Harmonic/Percussive Source Separation.,2016
Good-sounds.org: A Framework to Explore Goodness in Instrumental Sounds.,2016
Improving Predictions of Derived Viewpoints in Multiple Viewpoints Systems.,2016
Known Artist Live Song ID: A Hashprint Approach.,2016
Learning Temporal Features Using a Deep Neural Network and its Application to Music Genre Classification.,2016
Meter Detection in Symbolic Music Using Inner Metric Analysis.,2016
Minimax Viterbi Algorithm for HMM-Based Guitar Fingering Decision.,2016
Mixtape: Direction-Based Navigation in Large Media Collections.,2016
Musical Note Estimation for F0 Trajectories of Singing Voices Based on a Bayesian Semi-Beat-Synchronous HMM.,2016
On the Evaluation of Rhythmic and Melodic Descriptors for Music Similarity.,2016
On the Potential of Simple Framewise Approaches to Piano Transcription.,2016
Phrase-Level Audio Segmentation of Jazz Improvisations Informed by Symbolic Data.,2016
Revisiting Priorities: Improving MIR Evaluation Practices.,2016
Simultaneous Separation and Segmentation in Layered Music.,2016
Towards Modeling and Decomposing Loop-Based Electronic Music.,2016
Two (Note) Heads Are Better Than One: Pen-Based Multimodal Interaction with Music Scores.,2016
Analyzing Measure Annotations for Western Classical Music Recordings.,2016
Instrumental Idiom in the 16th Century: Embellishment Patterns in Arrangements of Vocal Music.,2016
The Sousta Corpus: Beat-Informed Automatic Transcription of Traditional Dance Tunes.,2016
Learning a Feature Space for Similarity in World Music.,2016
Systematic Exploration of Computational Music Structure Research.,2016
Using Priors to Improve Estimates of Music Structure.,2016
Music Structural Segmentation Across Genres with Gammatone Features.,2016
A Comparison of Melody Extraction Methods Based on Source-Filter Modelling.,2016
An Analysis of Agreement in Classical Music Perception and its Relationship to Listener Characteristics.,2016
An Attack/Decay Model for Piano Transcription.,2016
Automatic Drum Transcription Using Bi-Directional Recurrent Neural Networks.,2016
"Automatic Practice Logging: Introduction, Dataset & Preliminary Study.",2016
Data-Driven Exploration of Melodic Structure in Hindustani Music.,2016
Deep Convolutional Networks on the Pitch Spiral For Music Instrument Recognition.,2016
DTV-Based Melody Cutting for DTW-Based Melody Search and Indexing in QbH Systems.,2016
Elucidating User Behavior in Music Services Through Persona and Gender.,2016
Exploring the Latent Structure of Collaborations in Music Recordings: A Case Study in Jazz.,2016
Global Properties of Expert and Algorithmic Hierarchical Music Analyses.,2016
Human-Interactive Optical Music Recognition.,2016
I Said it First: Topological Analysis of Lyrical Influence Networks.,2016
Impact of Music on Decision Making in Quantitative Tasks.,2016
Interactive Scores in Classical Music Production.,2016
Jazz Ensemble Expressive Performance Modeling.,2016
Mining Musical Traits of Social Functions in Native American Music.,2016
Mining Online Music Listening Trajectories.,2016
Musical Typicality: How Many Similar Songs Exist?.,2016
MusicDB: A Platform for Longitudinal Music Analytics.,2016
Noise Robust Music Artist Recognition Using I-Vector Features.,2016
On the Use of Note Onsets for Improved Lyrics-To-Audio Alignment in Turkish Makam Music.,2016
Querying XML Score Databases: XQuery is not Enough!.,2016
Recurrent Neural Networks for Drum Transcription.,2016
Singing Voice Melody Transcription Using Deep Neural Networks.,2016
Sparse Coding Based Music Genre Classification Using Spectro-Temporal Modulations.,2016
Time-Delayed Melody Surfaces for Rāga Recognition.,2016
Transcribing Human Piano Performances into Music Notation.,2016
WiMIR: An Informetric Study On Women Authors In ISMIR.,2016
Automatic Melodic Reduction Using a Supervised Probabilistic Context-Free Grammar.,2016
A Neural Greedy Model for Voice Separation in Symbolic Music.,2016
Towards Score Following In Sheet Music Images.,2016
Extracting Ground-Truth Information from MIDI Files: A MIDIfesto.,2016
Automatic Tagging Using Deep Convolutional Neural Networks.,2016
A Hybrid Gaussian-HMM-Deep Learning Approach for Automatic Chord Estimation with Very Large Vocabulary.,2016
Melody Extraction on Vocal Segments Using Multi-Column Deep Neural Networks.,2016
"Multi-Label Music Genre Classification from Audio, Text and Images Using Deep Features.",2017
The Significance of the Low Complexity Dimension in Music Similarity Judgements.,2017
Towards Computational Modeling of the Ungrammatical in a Raga Performance.,2017
A Collection of Music Scores for Corpus Based Jingju Singing Research.,2017
Monaural Score-Informed Source Separation for Classical Music Using Convolutional Neural Networks.,2017
Deep Salience Representations for F0 Estimation in Polyphonic Music.,2017
An Analysis/Synthesis Framework for Automatic F0 Annotation of Multitrack Datasets.,2017
Make Your Own Accompaniment: Adapting Full-Mix Recordings to Match Solo-Only User Recordings.,2017
Quantifying Music Trends and Facts Using Editorial Metadata from the Discogs Database.,2017
The Music Listening Histories Dataset.,2017
"Artist Preferences and Cultural, Socio-Economic Distances Across Countries: A Big Data Perspective.",2017
Learning Audio-Sheet Music Correspondences for Score Identification and Offline Alignment.,2017
Video-Based Vibrato Detection and Analysis for Polyphonic String Music.,2017
Decoding Neurally Relevant Musical Features Using Canonical Correlation Analysis.,2017
Transfer Learning for Music Classification and Regression Tasks.,2017
Drum Transcription via Joint Beat and Drum Modeling Using Convolutional Recurrent Neural Networks.,2017
A Formalization of Relative Local Tempo Variations in Collections of Performances.,2017
Sampling Variations of Sequences for Structured Music Generation.,2017
Quantized Melodic Contours in Indian Art Music Perception: Application to Transcription.,2017
Modeling the Multiscale Structure of Chord Sequences Using Polytopic Graphs.,2017
Structured Training for Large-Vocabulary Chord Recognition.,2017
Modeling and Digitizing Reproducing Piano Rolls.,2017
Comparing Offertory Melodies of Five Medieval Christian Chant Traditions.,2017
Counterpoint by Convolution.,2017
"A Framework for Distributed Semantic Annotation of Musical Score: ""Take It to the Bridge!"".",2017
A Music Player with Song Selection Function for a Group of People.,2017
A Post-Processing Procedure for Improving Music Tempo Estimates Using Supervised Learning.,2017
A Statistical Analysis of Gamakas in Carnatic Music.,2017
Accurate Audio-to-Score Alignment for Expressive Violin Recordings.,2017
Acoustic Features for Determining Goodness of Tabla Strokes.,2017
Automatic Sample Detection in Polyphonic Music.,2017
Chord Recognition in Symbolic Music Using Semi-Markov Conditional Random Fields.,2017
Confidence Measures and Their Applications in Music Labelling Systems Based on Hidden Markov Models.,2017
Convolutional Neural Networks for Real-Time Beat Tracking: A Dancing Robot Application.,2017
Early MFCC and HPCP Fusion for Robust Cover Song Identification.,2017
Exploring the Music Library Association Mailing List: A Text Mining Approach.,2017
Fast and Accurate: Improving a Simple Beat Tracker with a Selectively-Applied Deep Beat Identification.,2017
FMA: A Dataset for Music Analysis.,2017
MidiNet: A Convolutional Generative Adversarial Network for Symbolic-Domain Music Generation.,2017
Modeling Harmony with Skip-Grams.,2017
NMED-T: A Tempo-Focused Dataset of Cortical and Behavioral Responses to Naturalistic Music.,2017
Performance Error Detection and Post-Processing for Fast and Accurate Symbolic Music Alignment.,2017
Piece Identification in Classical Piano Music Without Reference Scores.,2017
"PiPo, a Plugin Interface for Afferent Data Stream Processing Operators.",2017
Ranking-Based Emotion Recognition for Experimental Music.,2017
Scale- and Rhythm-Aware Musical Note Estimation for Vocal F0 Trajectories Based on a Semi-Tatum-Synchronous Hierarchical Hidden Semi-Markov Model.,2017
Score-Informed Syllable Segmentation for A Cappella Singing Voice with Convolutional Neural Networks.,2017
Towards Automatic Mispronunciation Detection in Singing.,2017
Understanding the Expressive Functions of Jingju Metrical Patterns Through Lyrics Text Mining.,2017
A Metric for Music Notation Transcription Accuracy.,2017
A Multiobjective Music Recommendation Approach for Aspect-Based Diversification.,2017
A Study on LSTM Networks for Polyphonic Music Sequence Modelling.,2017
Audio to Score Matching by Combining Phonetic and Duration Information.,2017
Automatic Interpretation of Music Structure Analyses: A Validated Technique for Post-Hoc Estimation of the Rationale for an Annotation.,2017
Automatic Playlist Sequencing and Transitions.,2017
Automatic Stylistic Composition of Bach Chorales with Deep LSTM.,2017
Clustering Expressive Timing with Regressed Polynomial Coefficients Demonstrated by a Model Selection Test.,2017
Discourse Analysis of Lyric and Lyric-Based Classification of Music.,2017
End-to-End Optical Music Recognition Using Neural Networks.,2017
Exploiting Playlists for Representation of Songs and Words for Text-Based Music Retrieval.,2017
Freesound Datasets: A Platform for the Creation of Open Audio Datasets.,2017
From Bach to the Beatles: The Simulation of Human Tonal Expectation Using Ecologically-Trained Predictive Models.,2017
Function- and Rhythm-Aware Melody Harmonization Based on Tree-Structured Parsing and Split-Merge Sampling of Chord Sequences.,2017
High-Level Music Descriptor Extraction Algorithm Based on Combination of Multi-Channel CNNs and LSTM.,2017
Identifying Raga Similarity Through Embeddings Learned from Compositions' Notation.,2017
Improving Note Segmentation in Automatic Piano Music Transcription Systems with a Two-State Pitch-Wise HMM Method.,2017
Large Vocabulary Automatic Chord Estimation with an Even Chance Training Scheme.,2017
Local Interpretable Model-Agnostic Explanations for Music Content Analysis.,2017
Lyric Jumper: A Lyrics-Based Music Exploratory Web Service by Modeling Lyrics Generative Process.,2017
Multi-Pitch Detection and Voice Assignment for A Cappella Recordings of Multiple Singers.,2017
Onset Detection in Composition Items of Carnatic Music.,2017
Song2Guitar: A Difficulty-Aware Arrangement System for Generating Guitar Solo Covers from Polyphonic Audio of Popular Music.,2017
The SEILS Dataset: Symbolically Encoded Scores in Modern-Early Notation for Computational Musicology.,2017
"""I'm at #Osheaga!"": Listening to the Backchannel of a Music Festival on Twitter.",2017
A Database Linking Piano and Orchestral MIDI Scores with Application to Automatic Projective Orchestration.,2017
Analysis of Interactive Intonation in Unaccompanied SATB Ensembles.,2017
Automatic Drum Transcription for Polyphonic Recordings Using Soft Attention Mechanisms and Convolutional Neural Networks.,2017
Automatic Drum Transcription Using the Student-Teacher Learning Paradigm with Unlabeled Music Data.,2017
Chord Generation from Symbolic Melody Using BLSTM Networks.,2017
Cover Song Identification with Metric Learning Using Distance as a Feature.,2017
Examining Musical Meaning in Similarity Thresholds.,2017
Exploring Tonal-Dramatic Relationships in Richard Wagner's Ring Cycle.,2017
Feature Discovery for Sequential Prediction of Monophonic Music.,2017
Generating Nontrivial Melodies for Music as a Service.,2017
Geographical Origin Prediction of Folk Music Recordings from the United Kingdom.,2017
In Search of the Consensus Among Musical Pattern Discovery Algorithms.,2017
Informed Automatic Meter Analysis of Music Recordings.,2017
Intelligibility of Sung Lyrics: A Pilot Study.,2017
Lyrics-Based Music Genre Classification Using a Hierarchical Attention Network.,2017
Metrical-Accent Aware Vocal Onset Detection in Polyphonic Audio.,2017
Mining Labeled Data from Web-Scale Collections for Vocal Activity Detection in Music.,2017
Multi-Part Pattern Analysis: Combining Structure Analysis and Source Separation to Discover Intra-Part Repeated Sequences.,2017
"One-Step Detection of Background, Staff Lines, and Symbols in Medieval Music Manuscripts with Convolutional Neural Networks.",2017
Optical Music Recognition with Convolutional Sequence-to-Sequence Models.,2017
Re-Visiting the Music Segmentation Problem with Crowdsourcing.,2017
Singing Voice Separation with Deep U-Net Convolutional Networks.,2017
Sketching Sonata Form Structure in Selected Classical String Quartets.,2017
Image Quality Estimation for Multi-Score OMR.,2015
Comparative Music Similarity Modelling Using Transfer Learning Across User Groups.,2015
Modeling Genre with the Music Genome Project: Comparing Human-Labeled Attributes and Audio Features.,2015
Cover Song Identification with Timbral Shape Sequences.,2015
On the Impact of Key Detection Performance for Identifying Classical Music Styles.,2015
Chord Detection Using Deep Learning.,2015
Temporal Music Context Identification with User Listening Data.,2015
Improving Music Recommendations with a Weighted Factorization of the Tagging Activity.,2015
An Efficient State-Space Model for Joint Tempo and Meter Tracking.,2015
Automatic Handwritten Mensural Notation Interpreter: From Manuscript to MIDI Performance.,2015
Infinite Superimposed Discrete All-Pole Modeling for Multipitch Analysis of Wavelet Spectrograms.,2015
Melodic Similarity in Traditional French-Canadian Instrumental Dance Tunes.,2015
A Semantic-Based Approach for Artist Similarity.,2015
Predicting Pairwise Pitch Contour Relations Based on Linguistic Tone Information in Beijing Opera Singing.,2015
Song2Quartet: A System for Generating String Quartet Cover Songs from Polyphonic Audio of Popular Music.,2015
Exploring Data Augmentation for Improved Singing Voice Detection with Neural Networks.,2015
Audio Chord Recognition with a Hybrid Recurrent Neural Network.,2015
Design and Evaluation of a Probabilistic Music Projection Interface.,2015
Conceptual Blending in Music Cadences: A Formal Model and Subjective Evaluation.,2015
Harmonic-Percussive Source Separation Using Harmonicity and Sparsity Constraints.,2015
A Hierarchical Bayesian Framework for Score-Informed Source Separation of Piano Music Signals.,2015
Automatic Tune Family Identification by Musical Sequence Alignment.,2015
Evaluation of Album Effect for Feature Selection in Music Genre Recognition.,2015
Music Pattern Discovery with Variable Markov Oracle: A Unified Approach to Symbolic and Audio Representations.,2015
Automatic Solfège Assessment.,2015
Evaluating Conflict Management Mechanisms for Online Social Jukeboxes.,2015
Particle Filters for Efficient Meter Tracking with Dynamic Bayesian Networks.,2015
Analysis of the Evolution of Research Groups and Topics in the ISMIR Conference.,2015
A Toolkit for Live Annotation of Opera Performance: Experiences Capturing Wagner's Ring Cycle.,2015
Selective Acquisition Techniques for Enculturation-Based Melodic Phrase Segmentation.,2015
Corpus Analysis Tools for Computational Hook Discovery.,2015
Large-Scale Content-Based Matching of MIDI and Audio Files.,2015
Improving Genre Annotations for the Million Song Dataset.,2015
A Software Framework for Musical Data Augmentation.,2015
Drum Transcription Using Partially Fixed Non-Negative Matrix Factorization with Template Adaptation.,2015
Beat and Downbeat Tracking Based on Rhythmic Patterns Applied to the Uruguayan Candombe Drumming.,2015
Automated Estimation of Ride Cymbal Swing Ratios in Jazz Recordings.,2015
Musical Offset Detection of Pitched Instruments: The Case of Violin.,2015
Specter: Combining Music Information Retrieval with Sound Spatialization.,2015
Content-Aware Collaborative Music Recommendation Using Pre-trained Neural Networks.,2015
Comparative Analysis of Orchestral Performance Recordings: An Image-Based Approach.,2015
Monaural Blind Source Separation in the Context of Vocal Detection.,2015
Detection of Common Mistakes in Novice Violin Playing.,2015
Probabilistic Modular Bass Voice Leading in Melodic Harmonisation.,2015
An Iterative Multi Range Non-Negative Matrix Factorization Algorithm for Polyphonic Music Transcription.,2015
"Training Phoneme Models for Singing with ""Songified"" Speech Data.",2015
Graph-Based Rhythm Interpretation.,2015
Let it Bee - Towards NMF-Inspired Audio Mosaicing.,2015
Real-Time Music Tracking Using Multiple Performances as a Reference.,2015
Two Data Sets for Tempo Estimation and Key Detection in Electronic Dance Music Annotated from User Corrections.,2015
Towards Support for Understanding Classical Music: Alignment of Content Descriptions on the Web.,2015
FlaBase: Towards the Creation of a Flamenco Music Knowledge Base.,2015
Discovery of Syllabic Percussion Patterns in Tabla Solo Recordings.,2015
Autoregressive Hidden Semi-Markov Model of Symbolic Music Performance for Score Following.,2015
Automatic Mashup Creation by Considering both Vertical and Horizontal Mashabilities.,2015
Hierarchical Evaluation of Segment Boundary Detection.,2015
Improving MIDI Guitar's Accuracy with NMF and Neural Net.,2015
Analysis of Intonation Trajectories in Solo Singing.,2015
Evaluating the General Chord Type Representation in Tonal Music and Organising GCT Chord Labels in Functional Chord Categories.,2015
Beat Histogram Features from NMF-Based Novelty Functions for Music Classification.,2015
Music Shapelets for Fast Cover Song Recognition.,2015
Improving Score-Informed Source Separation for Classical Music through Note Refinement.,2015
In Their Own Words: Using Text Analysis to Identify Musicologists' Attitudes towards Technology.,2015
Combining Features for Cover Song Identification.,2015
Score Following for Piano Performances with Sustain-Pedal Effects.,2015
Understanding Users of Commercial Music Services through Personas: Design Implications.,2015
Corpus-Based Rhythmic Pattern Analysis of Ragtime Syncopation.,2015
Comparing Voice and Stream Segmentation Algorithms.,2015
Melody Extraction by Contour Classification.,2015
Comparison of the Singing Style of Two Jingju Schools.,2015
Improving Optical Music Recognition by Combining Outputs from Multiple Sources.,2015
Relating Natural Language Text to Musical Passages.,2015
Music Boundary Detection Using Neural Networks on Combined Features and Two-Level Annotations.,2015
Neuroimaging Methods for Music Information Retrieval: Current Findings and Future Prospects.,2015
Improving Visualization of High-Dimensional Music Similarity Spaces.,2015
I-Vectors for Timbre-Based Music Similarity and Music Artist Classification.,2015
Correlating Extracted and Ground-Truth Harmonic Data in Music Retrieval Tasks.,2015
Classical Music on the Web - User Interfaces and Data Representations.,2015
A Statistical View on the Expressive Timing of Piano Rolled Chords.,2015
Hybrid Long- and Short-Term Models of Folk Melodies.,2015
Efficient Melodic Query Based Audio Search for Hindustani Vocal Compositions.,2015
Modified Perceptual Linear Prediction Liftered Cepstrum (MPLPLC) Model for Pop Cover Song Recognition.,2015
Raga Verification in Carnatic Music Using Longest Common Segment Set.,2015
Instrument Identification in Optical Music Recognition.,2015
Cross-Version Singing Voice Detection in Classical Opera Recordings.,2015
Accurate Tempo Estimation Based on Recurrent Neural Networks and Resonating Comb Filters.,2015
Musicology of Early Music with Europeana Tools and Services.,2015
Singing Voice Separation from Monaural Music Based on Kernel Back-Fitting Using Beta-Order Spectral Amplitude Estimation.,2015
Schematizing the Treatment of Dissonance in 16th-Century Counterpoint.,2015
Predictive Power of Personality on Music-Genre Exclusivity.,2015
A Comparison of Symbolic Similarity Measures for Finding Occurrences of Melodic Segments.,2015
PAD and SAD: Two Awareness-Weighted Rhythmic Similarity Distances.,2015
Four Timely Insights on Automatic Chord Estimation.,2015
Improving Melodic Similarity in Indian Art Music Using Culture-Specific Melodic Characteristics.,2015
Searching Lyrical Phrases in A-Capella Turkish Makam Recordings.,2015
Quantifying Lexical Novelty in Song Lyrics.,2015
An Efficient Temporally-Constrained Probabilistic Model for Multiple-Instrument Music Transcription.,2015
Electric Guitar Playing Technique Detection in Real-World Recording Based on F0 Sequence Pattern Recognition.,2015
Extending a Model of Monophonic Hierarchical Music Analysis to Homophony.,2015
The MIR Perspective on the Evolution of Dynamics in Mainstream Music.,2015
Theme And Variation Encodings with Roman Numerals (TAVERN): A New Data Set for Symbolic Music Analysis.,2015
Benford's Law for Music Analysis.,2015
An Audio to Score Alignment Framework Using Spectral Factorization and Dynamic Time Warping.,2015
New Sonorities for Early Jazz Recordings Using Sound Source Separation and Automatic Mixing Tools.,2015
Automatic Transcription of Ornamented Irish Traditional Flute Music Using Hidden Markov Models.,2015
Towards Music Imagery Information Retrieval: Introducing the OpenMIIR Dataset of EEG Recordings from Music Perception and Imagination.,2015
Emotion Based Segmentation of Musical Audio.,2015
MIREX Grand Challenge 2014 User Experience: Qualitative Analysis of User Feedback.,2015
AcousticBrainz: A Community Platform for Gathering Music Information Obtained from Audio.,2015
How Music Alters Decision Making - Impact of Music Stimuli on Emotional Classification.,2015
Put the Concert Attendee in the Spotlight. A User-Centered Design and Development Approach for Classical Concert Applications.,2015
Analysis of Expressive Musical Terms in Violin Using Score-Informed and Expression-Based Audio Features.,2015
Spectral Learning for Expressive Interactive Ensemble Music Performance.,2015
Score-Informed Analysis of Intonation and Pitch Modulation in Jazz Solos.,2015
Data Usage in MIR: History & Future Recommendations,2019
Music Performance Analysis: A Survey,2019
Intelligent User Interfaces for Music Discovery: The Past 20 Years and What's to Come,2019
20 Years of Automatic Chord Recognition from Audio,2019
Zero-shot Learning for Audio-based Music Classification and Tagging,2019
Learning Notation Graph Construction for Full-Pipeline Optical Music Recognition,2019
An Attention Mechanism for Musical Instrument Recognition,2019
MIDI-Sheet Music Alignment Using Bootleg Score Synthesis,2019
mirdata: Software for Reproducible Usage of Datasets,2019
Cover Detection Using Dominant Melody Embeddings,2019
Identifying Expressive Semantics in Orchestral Conducting Kinematics,2019
The RomanText Format: A Flexible and Standard Method for Representing Roman Numerial Analyses,2019
20 Years of Playlists: A Statistical Analysis on Popularity and Diversity,2019
Identification and Cross-Document Alignment of Measures in Music Score Images,2019
"Query-by-Blending: A Music Exploration System Blending Latent Vector Representations of Lyric Word, Song Audio, and Artist",2019
Improving Structure Evaluation Through Automatic Hierarchy Expansion,2019
Conditioned-U-Net: Introducing a Control Mechanism in the U-Net for Multiple Source Separations,2019
An Initial Computational Model for Musical Schemata Theory,2019
Evolution of the Informational Complexity of Contemporary Western Music,2019
Deep Unsupervised Drum Transcription,2019
Estimating Unobserved Audio Features for Target-Based Orchestration,2019
Towards Automatically Correcting Tapped Beat Annotations for Music Recordings,2019
Algorithmic Ability to Predict the Musical Future: Datasets and Evaluation,2019
Learning Soft-Attention Models for Tempo-invariant Audio-Sheet Music Retrieval,2019
Contributing to New Musicological Theories with Computational Methods: The Case of Centonization in Arab-Andalusian Music,2019
Temporal Convolutional Networks for Speech and Music Detection in Radio Broadcast,2019
Towards Explainable Music Emotion Recognition: The Route via Mid-level Features,2019
Community-Based Cover Song Detection,2019
Tracking Beats and Microtiming in Afro-Latin American Music Using Conditional Random Fields and Deep Learning,2019
Harmony Transformer: Incorporating Chord Segmentation into Harmony Recognition,2019
"Statistical Music Structure Analysis Based on a Homogeneity-, Repetitiveness-, and Regularity-Aware Hierarchical Hidden Semi-Markov Model",2019
Towards Measuring Intonation Quality of Choir Recordings: A Case Study on Bruckner's Locus Iste,2019
Guitar Tablature Estimation with a Convolutional Neural Network,2019
Learning a Joint Embedding Space of Monophonic and Mixed Music Signals for Singing Voice,2019
Augmenting Music Listening Experiences on Voice Assistants,2019
Coupled Recurrent Models for Polyphonic Music Composition,2019
Hit Song Prediction: Leveraging Low- and High-Level Audio Features,2019
Da-TACOS: A Dataset for Cover Song Identification and Understanding,2019
Harmonic Syntax in Time: Rhythm Improves Grammatical Models of Harmony,2019
Learning to Traverse Latent Spaces for Musical Score Inpainting,2019
Detecting Stable Regions in Frequency Trajectories for Tonal Analysis of Traditional Georgian Vocal Music,2019
"The AcousticBrainz Genre Dataset: Multi-Source, Multi-Level, Multi-Label, and Large-Scale",2019
Data-Driven Song Recognition Estimation Using Collective Memory Dynamics Models,2019
Towards Interpretable Polyphonic Transcription with Invertible Neural Networks,2019
Learning to Generate Music With Sentiment,2019
Backtracking Search Heuristics for Solving the All-partition Array Problem,2019
Modeling and Learning Structural Breaks in Sonata Forms,2019
Auto-adaptive Resonance Equalization using Dilated Residual Networks,2019
Analyzing User Interactions with Music Information Retrieval System: An Eye-tracking Approach,2019
A Cross-Scape Plot Representation for Visualizing Symbolic Melodic Similarity,2019
JosquIntab: A Dataset for Content-based Computational Analysis of Music in Lute Tablature,2019
A Dataset of Rhythmic Pattern Reproductions and Baseline Automatic Assessment System,2019
Self-Supervised Methods for Learning Semantic Similarity in Music,2019
Blending Acoustic and Language Model Predictions for Automatic Music Transcription,2019
